"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Control & Applications LLC Houston v. Shiera","https://www.westlaw.com/Document/I4d0003e0c00b11e89a72e3efe6364bb2/View/FullText.html?listSource=Search&list=CASE&rank=440&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","September 21, 2018","Slip Copy","","2018 WL 4554509","CV H-18-2746","Control & Applications LLC Houston sued Abraham Shiera and Fernando Ardila for contract breach and unjust enrichment, alleging that they had not paid the amount due under a promissory note. (Docket Entry No. 1 -3). Shiera and Ardila removed from the 129th Judicial District Court of Harris County, Texas. Control & Applications moved to remand,...",
"Cases","","","John Hancock Life Insurance Company v. Ward","https://www.westlaw.com/Document/Ib6490590c2b811e8b1cdeab7e1f6f07a/View/FullText.html?listSource=Search&list=CASE&rank=441&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","August 21, 2018","Slip Copy","","2018 WL 4627119","CV H-17-2423","Pending and referred by the District Judge is Plaintiffs Motion for Summary Judgment (Document No. 14), in which Plaintiff seeks summary judgment on both its claims for money had and received and conversion, and on its recoupment defense to Defendants counterclaim(s) for breach of contract and declaratory relief. Having considered the...",
"Cases","","","Stanissis v. DynCorp International LLC","https://www.westlaw.com/Document/Iedd7b580781611e794a1f7ff5c621124/View/FullText.html?listSource=Search&list=CASE&rank=442&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","August 02, 2017","Not Reported in Fed. Supp.","","2017 WL 3279148","3:14-CV-2736-D, 3:15-CV-2026-D","In this action by, or on behalf of, several South African security workers seeking to recover on contract, fraud, and related theories for the denial disability benefits for employment performed in Iraq and Afghanistan, defendant DynCorp International LLC (DynCorp) moves to dismiss for failure to state a claim, for summary judgment,...",
"Cases","","","Richardson v. H:20 Innovations, LLC","https://www.westlaw.com/Document/I278bdc407c9811e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=443&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","August 07, 2017","Not Reported in Fed. Supp.","","2017 WL 3393054","CV H-16-3064","Pending before the Court in the above referenced cause for breach of contract and fraud, removed from the 334 District Court of Harris County, Texas, Cause Number 2016-36378, based on Plaintiff Kathleen Richardsons First Amended Petition, in which she sought a declaratory judgment and a new form of relief, specific performance, is...",
"Cases","","","I Love Omni, LLC v. Omnitrition International, Inc.","https://www.westlaw.com/Document/Iddc7fdb06de111e7b7978f65e9bf93b3/View/FullText.html?listSource=Search&list=CASE&rank=444&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","July 20, 2017","Not Reported in Fed. Supp.","","2017 WL 3086035","3:16-CV-2410-G","Before the court is the motion of the defendant, Omnitrition International, Inc. (Omnitrition), to dismiss the claims of the plaintiffs, I Love Omni, LLC (ILO) and Heidi Whitehair (Whitehair), pursuant to FED R. CIV. P. 12(b)(6) (docket entry 29). For the reasons stated below, the defendants motion...",
"Cases","","","HCC Corporation, LLC v. Westchester Surplus Lines Insurance Company","https://www.westlaw.com/Document/I2c20dde0661411e794a1f7ff5c621124/View/FullText.html?listSource=Search&list=CASE&rank=445&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","July 10, 2017","Not Reported in Fed. Supp.","","2017 WL 2936336","CV H–17–338","HCC Corporation, LLC sued Westchester Surplus Lines Insurance Company, alleging a breach of Westchesters duty to defend in an underlying lawsuit, a breach of Westchesters contractual duty to defend and indemnify, and violations of Westchesters duty under the Texas Insurance Code to promptly pay claims. The parties cross-moved...",
"Cases","","","Whitaker v. Vista Staffing Solutions, Inc.","https://www.westlaw.com/Document/If278d840683911e7a3f3a229dca6c9c6/View/FullText.html?listSource=Search&list=CASE&rank=446&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","July 11, 2017","Not Reported in Fed. Supp.","","2017 WL 2983040","CV H–17–0876","Bruce and Betty Whitaker, d/b/a the Whitaker Companies, filed this suit in Texas state court, seeking contractual earnout payments related to a business they sold the defendants in December 2013. The defendants timely removed on the basis of diversity jurisdiction. Whitaker moved to remand on the ground that the purchase agreement...",
"Cases","","","Hampton v. Maritime Association International Longshoreman Association Pension Retirement Welfare and Vacation Funds","https://www.westlaw.com/Document/Ib13597e06ad411e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=447&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Galveston Division.","July 14, 2017","Not Reported in Fed. Supp.","","2017 WL 3008554","3:15–CV–247","Plaintiffs are three individual members of the International Longshoremens Association Local 24 who filed suit against the Maritime Association ILA Pension Retirement Welfare and Vacation Funds (the Funds), through their Trustees; contending the Trustees of the Funds misapplied certain funds when they placed money into a...",
"Cases","","","Fisher v. Wells Fargo Bank, N.A.","https://www.westlaw.com/Document/Ief3b0fa0766111e79657885de1b1150a/View/FullText.html?listSource=Search&list=CASE&rank=448&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Fort Worth Division.","July 12, 2017","Not Reported in Fed. Supp.","","2017 WL 3225491","4:17-CV-00283-O-BP","Before the Court is Defendants Motion to Dismiss and Brief in Support (ECF No. 10) with Appendix in Support (ECF No. 11), filed on June 6, 2017. After Plaintiff failed to respond to Defendants Motion, the Court granted her an extended deadline to respond, cautioning Plaintiff that failing to respond to Defendants Motion could...",
"Cases","","","Bables v. CitiMortgage, Inc.","https://www.westlaw.com/Document/Ie5bc122061cc11e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=449&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","June 14, 2017","Not Reported in Fed. Supp.","","2017 WL 2857691","4:17-CV-00318","Before the Court is Defendant CitiMortgage, Inc.'s Motion to Dismiss (Dkt. 6). Plaintiff Peter Bables has not filed a timely response. For the reasons explained below, the Court recommends that the motion (Dkt. 6) be GRANTED, and Plaintiff's claims be DISMISSED. This action involves foreclosure on real property located at 5912 Deer Run Drive,...",
"Cases","","","National Collegiate Student Loan Trust 2006-3 v. Richards","https://www.westlaw.com/Document/I686511606b7111e7a3f3a229dca6c9c6/View/FullText.html?listSource=Search&list=CASE&rank=450&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","June 14, 2017","Not Reported in Fed. Supp.","","2017 WL 3017231","3:16-CV-001936-M","Pursuant to the order of reference dated October 14, 2016 (doc. 19), before the Court is Plaintiffs Application for Attorneys Fees and Brief in Support, filed September 19, 2016 (doc. 16). Based on the relevant filings and applicable law, the defendants motion to reconsider, if any, should be DENIED, and the plaintiff should be...",
"Cases","","","Avialae S. de R.L. de C.V. v. Cummins, Inc.","https://www.westlaw.com/Document/I29110ad0748311e79657885de1b1150a/View/FullText.html?listSource=Search&list=CASE&rank=451&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, El Paso Division.","January 25, 2017","Not Reported in Fed. Supp.","","2017 WL 3209463","EP–16–CV–00188–DCG","Presently before the Court is Defendant Cummins Inc.s Motion to Dismiss Pursuant to Fed. R. Civ. P. 12(b)(6) (ECF No. 12) (Defendants Motion or Motion). Therein, Defendant moves to dismiss Plaintiff Avialae S. de R.L. de C.V.s (Plaintiff) Amended Complaint (ECF No. 10),...",
"Cases","","","Cameron International Corporation v. Abbiss","https://www.westlaw.com/Document/I5a5ac500257c11e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=452&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","November 04, 2016","Not Reported in Fed. Supp.","","2016 WL 8738399","CV H–16–2117","This case is before the Court on the Motion to Seal Record [Doc. # 66] filed by Plaintiff Cameron International Corporation (Cameron), to which Defendant Steven Abbiss filed a Response [Doc. # 74]. Cameron neither filed a reply nor requested additional time to do so. Having reviewed the record and the applicable legal authorities, the...",
"Cases","","","Reliable Energy Solutions v. Amalfi Apartment Corporation","https://www.westlaw.com/Document/Iaf188fe07d8e11e79657885de1b1150a/View/FullText.html?listSource=Search&list=CASE&rank=453&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","June 30, 2017","Not Reported in Fed. Supp.","","2017 WL 3412198","4:16–CV–03346","Before the Magistrate Judge upon referral from the District Judge is Defendant Tremar Management, LLCs (Tremar) Motion to Dismiss or, Alternatively, to Compel Arbitration and Stay Action Pending Arbitration (Document No. 6). Having considered the motion, the responses and additional briefing, the claims at issue in this case...",
"Cases","","","Dynamic Production, Inc. v. CIMA Energy Ltd.","https://www.westlaw.com/Document/I7bd86c60425311e89d97ba661a8e31a6/View/FullText.html?listSource=Search&list=CASE&rank=454&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","February 21, 2018","Slip Copy","","2018 WL 1801193","4:17-CV-01032","This lawsuit arises from a dispute over the ownership of the oil and gas production from a well in Goliad County, Texas. Before the Court are three motions filed by the parties seeking to clarify and narrow the liability issues before trial. Plaintiff, Dynamic Production, Inc. (Dynamic), sued Defendants, CIMA Energy Ltd. and CIMA...",
"Cases","","","Lofty, LLC v. McKelly Roofing, LLC","https://www.westlaw.com/Document/I0aa69740d2ba11e8a174b18b713fc6d4/View/FullText.html?listSource=Search&list=CASE&rank=455&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Amarillo Division.","September 14, 2018","Slip Copy","","2018 WL 5044590","2:17-CV-159-D-BR","Before the Court is the Motion to Dismiss All Pending Claims Without Prejudice filed by Plaintiff Lofty, LLC. [ECF 64]. Defendant McKelly Roofing, LLC, filed a Response to the Motion, [ECF 70], to which the Plaintiff filed a Reply, [ECF 73]. The Defendant, with leave of Court, filed a Sur-Reply. [ECF 77]. This Court has reviewed all the arguments...",
"Cases","","","Parris v. Nationstar Mortgage LLC","https://www.westlaw.com/Document/I6b80fd20954f11e7ae06bb6d796f727f/View/FullText.html?listSource=Search&list=CASE&rank=456&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","August 18, 2017","Not Reported in Fed. Supp.","","2017 WL 3951906","3:15-CV-0200-K-BK","Pursuant to Special Order 3, this cause has been referred to the undersigned United States magistrate judge for pretrial management. The Court now considers Defendants Motion for Summary Judgment, Doc. 16. For the following reasons, Defendants motion should be GRANTED ONLY IN PART. In January 2015, Plaintiff Patrick Parris filed this...",
"Cases","","","Nerium SkinCare, Inc. v. Nerium International, LLC","https://www.westlaw.com/Document/I24a7db605e8211e88a14e1fba2b51c53/View/FullText.html?listSource=Search&list=CASE&rank=457&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 26, 2018","Slip Copy","","2018 WL 2323243","3:16-CV-1217-B","In this lawsuit between members of a Texas limited liability company, the parties have filed cross-motions for summary judgment on a legal issue central to their dispute  whether the operative agreement requires the company, Defendant Nerium International, Inc. (NI), to market and sell only skin care products that are developed...",
